ags,election_year,turnout,cdu_csu,spd,gruene,fdp,linke_pds,afd,bsw,number_voters,eligible_voters
03257000,2011,0.5037,0.3161,0.4309,0.1144,0.0168,0.0221,,,66054,131134
03257000,2016,0.5596,0.3014,0.3689,0.0945,0.023,0.0177,0.0957,,73410,131190
03257000,2021,0.5699,0.3121,0.3345,0.1333,0.047,0.0219,0.0525,,74628,130955
03351000,1991,0.6735,0.463,0.3235,0.0451,0.0651,,,,88647,131626
03351000,1996,0.6391,0.4269,0.3083,0.0727,0.056,,,,90083,140963
03351000,2001,0.5399,0.4595,0.2951,0.0624,0.0816,,,,77632,143797
03351000,2006,0.4799,0.4497,0.3038,0.0697,0.0984,,,,70538,146979
03351000,2011,0.5096,0.4111,0.3059,0.121,0.0449,0.0234,,,74394,145991
03351000,2016,0.5736,0.377,0.2657,0.0839,0.0547,0.0196,0.1076,,83937,146333
03351000,2021,0.5622,0.3439,0.238,0.128,0.0775,0.0214,0.074,,82227,146262
03352000,1991,0.7118,0.4505,0.416,0.0639,0.0387,,,,108466,152380
03352000,1996,0.6605,0.4329,0.416,0.0833,0.026,,,,106536,161292
03352000,2001,0.5674,0.4835,0.3903,0.0574,0.0372,,,,93599,164957
03352000,2006,0.5101,0.4624,0.3785,0.0556,0.0556,,,,85289,167207
03352000,2011,0.5381,0.397,0.381,0.1091,0.0228,0.0217,,,89447,166237
03352000,2016,0.5583,0.3913,0.3468,0.0846,0.0295,0.0258,0.0819,,92808,166244
03352000,2021,0.5818,0.3601,0.3268,0.1238,0.0536,0.0172,0.0487,,97015,166737
03353000,1991,0.6753,0.4557,0.3263,0.0858,0.0846,,,,106430,157600
03353000,1996,0.6416,0.4355,0.2846,0.1242,0.0674,,,,111405,173630
03353000,2001,0.5883,0.4291,0.3323,0.0856,0.0818,,,,108800,184954
03353000,2006,0.4963,0.4281,0.2875,0.0929,0.0934,,,,96403,194234
03353000,2011,0.5422,0.3803,0.3009,0.1659,0.0424,0.0189,,,108939,200924
03353000,2016,0.5699,0.3375,0.2528,0.1393,0.0584,0.0277,0.0977,,119428,209559
03353000,2021,0.5957,0.3226,0.2405,0.1953,0.0771,0.023,0.0502,,127460,213971
03354000,1991,0.7166,0.4694,0.305,0.0819,0.0366,,,,28504,39775
03354000,1996,0.7148,0.4082,0.263,0.1609,0.0378,,,,30207,42260
03354000,2001,0.626,0.4639,0.2321,0.0472,0.0454,,,,26628,42534
03354000,2006,0.5621,0.4202,0.2237,0.0726,0.0506,,,,24041,42769
03354000,2011,0.5905,0.3062,0.1978,0.1968,0.0276,,,,24556,41587
03354000,2016,0.5909,0.3026,0.1789,0.1165,0.0303,,0.0726,,24368,41238
03354000,2021,0.6257,0.2842,0.1762,0.1483,0.0306,0.0275,0.0455,,25554,40841
03355000,1991,0.6824,0.4366,0.3916,0.0909,0.0562,,,,74513,109191
03355000,1996,0.6281,0.3941,0.3595,0.1328,0.0419,,,,77727,123754
03355000,2001,0.5792,0.4081,0.3843,0.1038,0.059,,,,75868,130996
03355000,2006,0.5289,0.3584,0.3604,0.1436,0.0684,0.0345,,,73621,139203
03355000,2011,0.5465,0.2956,0.3494,0.229,0.0303,0.0373,,,77667,142128
03355000,2016,0.5846,0.2795,0.3009,0.1743,0.0496,0.0602,0.0934,,85874,146892
03355000,2021,0.6024,0.2516,0.2761,0.25,0.059,0.0456,0.0456,,89819,149102
03356000,1991,0.7371,0.3826,0.4338,0.0854,0.0387,,,,56656,76863
03356000,1996,0.6592,0.3483,0.4309,0.0984,0.0255,,,,55578,84308
03356000,2001,0.5721,0.3337,0.4261,0.0696,0.0522,,,,50331,87973
03356000,2006,0.5302,0.3343,0.4334,0.097,0.0648,,,,47985,90511
03356000,2011,0.521,0.2914,0.3804,0.1869,0.0204,0.0355,,,47806,91763
03356000,2016,0.5583,0.3083,0.3296,0.1228,0.0274,0.0551,0.0916,,52084,93293
03356000,2021,0.5973,0.297,0.3273,0.167,0.0425,0.0489,0.042,,56435,94484
03357000,1991,0.7299,0.5146,0.3341,0.058,0.029,,,,80631,110470
03357000,1996,0.675,0.4765,0.3526,0.0755,0.0253,,,,83399,123551
03357000,2001,0.6157,0.4947,0.3526,0.0554,0.0342,,,,78295,127156
03357000,2006,0.586,0.4831,0.3244,0.0657,0.0541,,,,77283,131891
03357000,2011,0.5767,0.432,0.3322,0.1266,0.0301,0.0161,,,77214,133895
03357000,2016,0.6004,0.4189,0.2945,0.1025,0.0306,0.0198,0.0657,,81083,135051
03357000,2021,0.6227,0.4128,0.2717,0.1322,0.0551,0.018,0.0171,,85106,136681
03358000,1991,0.6826,0.4533,0.3601,0.0715,0.0628,,,,67699,99173
03358000,1996,0.6441,0.4273,0.3722,0.0773,0.0469,,,,69112,107298
03358000,2001,0.5562,0.4769,0.3754,0.0526,0.0506,,,,61564,110677
03358000,2006,0.5296,0.4389,0.3475,0.0665,0.0577,,,,60460,114152
03358000,2011,0.5332,0.3699,0.3464,0.1254,0.0232,0.0207,,,60530,113515
03358000,2016,0.5542,0.3694,0.3286,0.0947,0.0338,0.0045,0.0902,,63702,114943
03358000,2021,0.5608,0.3294,0.3221,0.1176,0.0584,0.0182,0.0611,,64771,115488
03359000,1991,0.6607,0.4184,0.3868,0.0656,0.0572,,,,87894,133033
03359000,1996,0.6329,0.3944,0.3634,0.1058,0.0372,,,,92574,146274
03359000,2001,0.5553,0.4263,0.353,0.0689,0.0487,,,,84345,151893
